MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Lot Area,Bsmt Full Bath,Open Porch SF,Lot Frontage,Heating QC,Mas Vnr Area,Overall Qual,SalePrice
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.784647064948673,1.0874356702205863,0.2228525637075564,3.371936036690986,-2.242022518612994,0.0643968753849335,-0.0628817956934606,5.332438459915605
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1951524294617013,-0.8216180619444433,-0.7086318078407263,0.4870515600284291,-1.1982670089929068,-0.5744691897244197,-0.775785874776296,5.021189299069938
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5350975014719773,-0.8216180619444433,-0.1677699146836589,0.5343447481704382,-1.1982670089929068,0.0415802302024566,-0.0628817956934606,5.235528446907549
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1357745000595283,1.0874356702205863,-0.7086318078407263,1.1018630058745478,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.38738982633873
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4789326634876709,-0.8216180619444433,-0.1978177976368293,0.2032924311763743,-0.1545114993728199,-0.5744691897244197,-0.775785874776296,5.278524964737017
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0161404621771998,-0.8216180619444433,-0.1677699146836589,0.3924651837444108,0.8892440102472671,-0.4603859638120352,-0.0628817956934606,5.291146761731886
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.6662131178399507,1.0874356702205863,-0.7086318078407263,-1.357382777509927,0.8892440102472671,-0.5744691897244197,1.36292636247221,5.329397879361043
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.6552886070192045,-0.8216180619444433,0.5233313932392605,-1.2627964012259087,0.8892440102472671,-0.5744691897244197,1.36292636247221,5.282168778304642
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.6059355228407751,1.0874356702205863,1.5750072966002249,-1.4519691537939452,0.8892440102472671,-0.5744691897244197,1.36292636247221,5.37383114507383
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3346220835161276,-0.8216180619444433,0.1928046807543859,-0.4588122028117534,-0.1545114993728199,-0.5744691897244197,0.6500222833893747,5.276461804173244
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0133129417294773,-0.8216180619444433,0.5533792761924309,0.2505856193183834,-0.1545114993728199,-0.5744691897244197,-0.0628817956934606,5.245265839457462
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2729307282930908,1.0874356702205863,-0.393129036832437,0.2130919206112049,0.8892440102472671,-0.5744691897244197,-0.0628817956934606,5.267171728403014
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2186937451595042,-0.8216180619444433,0.4181638029031641,-0.3169326383857261,-0.1545114993728199,-0.5744691897244197,-0.0628817956934606,5.256236533205923
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0093072218523028,1.0874356702205863,-0.7086318078407263,0.7235175007384748,-0.1545114993728199,-0.5744691897244197,0.6500222833893747,5.2342641243787895
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.4220181700820964,1.0874356702205863,0.1026610318948747,-0.3560009242421685,-1.1982670089929068,-0.5744691897244197,1.36292636247221,5.326335860928752
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.577980219985096,1.0874356702205863,-0.1677699146836589,-1.073623648657872,0.8892440102472671,2.865140071533973,1.36292636247221,5.730782275666389
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2609565416996073,-0.8216180619444433,-0.5283445101217039,3.8921611062530874,-0.1545114993728199,-0.5744691897244197,1.36292636247221,5.214843848047698
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1658490357307588,1.0874356702205863,-0.7086318078407263,0.8653970651645021,0.8892440102472671,1.4219872637423092,2.0758304415550453,5.5959721417145625
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1611362333290869,-0.8216180619444433,-0.7086318078407263,3.3246428485489767,0.8892440102472671,-0.5744691897244197,-1.4886899538591314,5.14921911265538
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3947496683395685,1.0874356702205863,-0.7086318078407263,0.7235175007384748,-1.1982670089929068,0.1043260044542681,-0.0628817956934606,5.32221929473392
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2117319811778925,-0.8216180619444433,1.1242890523026687,1.6693812635786571,0.8892440102472671,2.1635282321728084,-0.0628817956934606,5.278753600952829
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0670143437171852,1.0874356702205863,1.0942411693494982,0.7235175007384748,-1.1982670089929068,-0.1124321247792624,0.6500222833893747,5.230448921378274
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.3346220835161276,1.0874356702205863,0.7336665739114534,-0.2436573900916256,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.334453751150931
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1461849162534158,1.0874356702205863,-0.7086318078407263,0.2605487176203001,0.8892440102472671,0.4522798434870408,-0.0628817956934606,5.173186268412274
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3127515753556154,1.0874356702205863,-0.7086318078407263,0.2605487176203001,0.8892440102472671,-0.5744691897244197,-0.775785874776296,5.175801632848279
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2125246096372005,1.0874356702205863,0.5684032176690161,-0.2223462621017078,0.8892440102472671,-0.5744691897244197,-0.775785874776296,5.152288344383057
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2189507924729335,1.0874356702205863,-0.7086318078407263,0.0141196786083378,-1.1982670089929068,-0.5744691897244197,-1.4886899538591314,5.1003705451175625
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0509488866278527,-0.8216180619444433,-0.7086318078407263,0.0141196786083378,-1.1982670089929068,-0.5744691897244197,-1.4886899538591314,5.060697840353612
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5456579278415995,1.0874356702205863,0.3129962125670676,-2.066780599640064,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.264817823009537
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0826297655954495,-0.8216180619444433,-0.7086318078407263,-2.3032465403501097,-1.1982670089929068,2.30042810326767,-0.0628817956934606,4.982271233039568
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0826297655954495,-0.8216180619444433,-0.7086318078407263,-2.3032465403501097,-1.1982670089929068,2.2319781677202397,-0.775785874776296,5.023252459633712
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0826297655954495,-0.8216180619444433,-0.7086318078407263,-2.3032465403501097,-1.1982670089929068,1.598816263906505,-0.0628817956934606,4.944482672150168
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7789283647787076,-0.8216180619444433,0.1176849733714599,-0.7898645198058174,-1.1982670089929068,-0.5744691897244197,-0.0628817956934606,5.105510184769974
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0055155715666533,-0.8216180619444433,-0.7086318078407263,-2.161366975924082,-1.1982670089929068,-0.5744691897244197,-0.0628817956934606,5.175801632848279
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0055155715666533,-0.8216180619444433,-0.2579135635431702,-2.161366975924082,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.079181246047625
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0055155715666533,-0.8216180619444433,-0.7086318078407263,-2.161366975924082,-2.242022518612994,-0.5744691897244197,-0.0628817956934606,5.164352855784437
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3540076691610212,-0.8216180619444433,1.289552408545106,1.52750169915263,0.8892440102472671,0.3496049401658948,2.0758304415550453,5.575374920869163
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1766450228947902,1.0874356702205863,0.0425652659885339,1.3383289465845931,0.8892440102472671,0.5663630693994254,1.36292636247221,5.48572142648158
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0071223196881536,1.0874356702205863,0.7186426324348681,0.6289311244544565,0.8892440102472671,1.992403393304232,2.0758304415550453,5.596808144440335
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3572207605788877,-0.8216180619444433,-0.1827938561602441,1.1491561940165569,0.8892440102472671,0.885796101954102,1.36292636247221,5.463804927225282
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.267125677221911,-0.8216180619444433,0.343044095520238,1.196449382158566,0.8892440102472671,0.7146712630855252,0.6500222833893747,5.342422680822207
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.182043016476806,-0.8216180619444433,0.4031398614265788,0.9599834414485204,0.8892440102472671,2.933590007081404,2.0758304415550453,5.439332693830263
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5164615712483516,-0.8216180619444433,1.079217227872913,0.43975837188642,0.8892440102472671,0.7945295212241944,1.36292636247221,5.413299764081252
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0086646035687295,-0.8216180619444433,-0.7086318078407263,0.0141196786083378,0.8892440102472671,0.3838299079396101,0.6500222833893747,5.330413773349191
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3618476122206155,1.0874356702205863,0.2979722710904824,1.4329153228686118,0.8892440102472671,3.760693394946192,2.0758304415550453,5.786507950304687
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4797252919469789,1.0874356702205863,-0.1827938561602441,-1.2155032130838996,0.8892440102472671,0.1556634561148411,0.6500222833893747,5.350248018334163
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5393387821435611,1.0874356702205863,1.5449594136470546,1.905847204288703,0.8892440102472671,5.671587428978632,2.0758304415550453,5.698970004336019
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.455798405279032,1.0874356702205863,1.2444805841153503,1.6693812635786571,0.8892440102472671,0.7488962308592406,1.36292636247221,5.505149978319906
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3143153457552113,1.0874356702205863,0.5233313932392605,-0.4115190146697443,0.8892440102472671,1.7756452640707012,2.0758304415550453,5.505014240084107
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3819187891871225,-0.8216180619444433,0.0275413245119487,-1.357382777509927,0.8892440102472671,0.4408715208958024,1.36292636247221,5.311753861055754
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9607893390299516,-0.8216180619444433,-0.3029853879729258,-1.5938487182199723,0.8892440102472671,0.0301719076112181,0.6500222833893747,5.244277120801843
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0783669984048456,-0.8216180619444433,-0.3630811538792666,1.4329153228686118,0.8892440102472671,-0.5744691897244197,-0.0628817956934606,5.299942900022767
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8868882364190221,-0.8216180619444433,1.0341454034431574,-1.2627964012259087,0.8892440102472671,-0.4946109315857506,0.6500222833893747,5.204119982655925
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.88958723321003,-0.8216180619444433,-0.4081529783090222,-1.2627964012259087,0.8892440102472671,-0.4832026089945121,1.36292636247221,5.283301228703549
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.410815125428901,1.0874356702205863,-0.7086318078407263,-0.1277598858176895,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.265996370495079
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2895102800092819,1.0874356702205863,0.0125173830353635,0.2130919206112049,0.8892440102472671,0.0,-0.0628817956934606,5.335457900689384
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.1962021052344386,-0.8216180619444433,0.0125173830353635,-0.3169326383857261,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.26737826260638
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3024911693374625,-0.8216180619444433,-0.7086318078407263,0.2130919206112049,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.2552725051033065
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0769321518032341,-0.8216180619444433,0.0125173830353635,0.2130919206112049,0.8892440102472671,0.4522798434870408,0.6500222833893747,5.347330015316951
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.60025899542631,-0.8216180619444433,-0.2579135635431702,1.811260828004685,0.8892440102472671,0.3667174240527525,2.0758304415550453,5.522663281777946
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9420033986305912,-0.8216180619444433,1.875486126131929,-0.4588122028117534,0.8892440102472671,0.0758051979761719,1.36292636247221,5.550228353055094
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0629015867023161,1.0874356702205863,0.1327089148480451,-0.5061053909537626,0.8892440102472671,1.3535373281948784,0.6500222833893747,5.415640979896154
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2766364278187959,1.0874356702205863,-0.2278656805899997,1.3383289465845931,0.8892440102472671,1.4904371992897398,1.36292636247221,5.511883360978874
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2134027887151831,-0.8216180619444433,0.1477328563246303,1.0545698177325389,0.8892440102472671,1.4105789411510707,1.36292636247221,5.4623979978989565
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8567922142287716,-0.8216180619444433,0.5083074517626753,-0.5533985790957717,-0.1545114993728199,-0.4033443508558429,0.6500222833893747,5.344392273685111
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5933187179637184,1.0874356702205863,0.5834271591456013,-0.64798495537979,0.8892440102472671,2.728240200439112,1.36292636247221,5.612783856719736
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.143507405981428,-0.8216180619444433,-0.7086318078407263,0.1559992430343652,0.8892440102472671,0.7146712630855252,1.36292636247221,5.345373730559088
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.1142040122504855,-0.8216180619444433,1.3346242329748617,1.0545698177325389,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.310693312343361
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.1881051148614151,-0.8216180619444433,-0.0325544413943921,0.108706054892356,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.332842266994351
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.1418365984441374,1.0874356702205863,1.815390360225588,0.2505856193183834,0.8892440102472671,-0.3691193830821276,1.36292636247221,5.419129307741976
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3146794302063352,-0.8216180619444433,1.3346242329748617,1.4329153228686118,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.406369835469268
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0432374672249731,1.0874356702205863,0.8238102227709646,0.6762243125964656,0.8892440102472671,-0.5744691897244197,-0.0628817956934606,5.433769833924866
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0049374175240043,1.0874356702205863,-0.0325544413943921,0.2978788074603926,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.367355921026019
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.23345247916267,-0.8216180619444433,0.3129962125670676,0.0141196786083378,0.8892440102472671,0.1214384883411257,0.6500222833893747,5.2576785748691846
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1572594372498966,1.0874356702205863,1.2444805841153503,0.0457971914204383,0.8892440102472671,-0.5744691897244197,0.6500222833893747,5.311753861055754
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.2688179712782216,-0.8216180619444433,-0.7086318078407263,-0.9317440842318448,-1.1982670089929068,-0.5744691897244197,-0.0628817956934606,5.155336037465061
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1432288721489786,-0.8216180619444433,0.853858105724135,0.0141196786083378,0.8892440102472671,-0.5744691897244197,-0.0628817956934606,5.276461804173244
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.2842408100839808,-0.8216180619444433,-0.7086318078407263,-0.6952781435217991,-1.1982670089929068,-0.5744691897244197,-0.0628817956934606,4.997823080745725
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3763922719483921,1.0874356702205863,-0.7086318078407263,-0.9317440842318448,-1.1982670089929068,-0.5744691897244197,-0.0628817956934606,5.096910013008056
