MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_NoSeWa,Utilities_NoSewr,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_None,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Paved Drive_P,Paved Drive_Y,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Price/SF,Garden Area,Age House,Total House Area,Total Full Bath,Total Bath,SF Difference,SalePrice
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.371936036690986,2.784647064948673,-0.216028137216403,-0.06288179569346064,-0.5069462753678515,-0.3738066681467417,-1.1618538267056904,0.06439687538493351,-0.6860397810879743,-0.22979824298405857,0.656014096787541,1.278669724523125,0.1322136713942231,0.45880464883733857,-0.19467389791077072,-0.29429603495521656,-0.2683847629772299,0.07874217661043735,-2.242022518612994,1.3293546745480895,-0.7840699461041937,-0.10109210960155322,0.333246313249131,1.0874356702205865,-0.2480739949759527,-1.0244784431422438,-0.7534315984425315,0.17680719186844565,-0.2074761615605373,-0.7699097836735579,0.36325405817311435,2.1745098033497494,-0.588466402411912,0.30932078483042774,0.2625409746145628,0.15324177405100178,0.12736547903415288,0.9253667224048099,0.2228525637075564,-0.35918410465879075,-0.10322336602508211,-0.28561809070328037,-0.05744574267976142,-0.0951160714441661,-0.4488075702505629,1.6767206088075015,-0.2307238819890935,2.7634834950180918,0.4461820087871509,0.25680052171153067,0.006437437712795974,-0.46400711201731937,0.893196373617511,5.332438459915605
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4870515600284291,0.19515242946170136,-0.216028137216403,-0.775785874776296,0.39227619610029,-0.34073493697317697,-1.1139110681091728,-0.5744691897244197,-0.6860397810879743,-0.22979824298405857,-0.021953647219673682,-0.3899406710180361,-0.2702929194723025,0.06828893633397289,0.37798051826068746,0.556553071344032,-0.657488895533284,-0.39160511232693634,-1.1982670089929068,-0.68908934169178,-0.7840699461041937,-0.10109210960155322,-1.2299269221887101,-0.8216180619444433,-0.2480739949759527,-1.0244784431422438,-0.7534315984425315,-1.0315129862044583,-0.2074761615605373,-0.7699097836735579,-0.9207557547046619,-0.9251203987935337,-0.5514364295819557,-1.0072061072280452,1.207601441047257,0.15324177405100178,0.12736547903415288,0.36986670067258204,-0.7086318078407263,-0.35918410465879075,-0.10322336602508211,1.8525884066914942,-0.05744574267976142,-0.0951160714441661,-0.07995054777714426,1.6767206088075015,-0.2307238819890935,0.1989522894381913,0.4131595049106696,-1.0037222876909293,-1.325282275343906,-1.5327001673347205,-0.9719967384321548,5.021189299069938
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5343447481704382,0.5350975014719773,-0.216028137216403,-0.06288179569346064,0.39227619610029,-0.43995013049387116,-1.2577393438987254,0.04158023020245661,-0.6860397810879743,-0.22979824298405857,-0.021953647219673682,-0.3899406710180361,0.5347202622607488,1.1073804520593027,-0.19467389791077072,-0.29429603495521656,-0.3480259596992293,0.6702395248195588,-1.1982670089929068,0.4608925780869877,-0.7840699461041937,-0.10109210960155322,-0.33932953936688753,-0.8216180619444433,-0.2480739949759527,-1.0244784431422438,1.2373429502877347,0.17680719186844565,-0.2074761615605373,0.7435217467331342,-0.2787508482657738,-0.9251203987935337,-0.6625263480718243,-1.0072061072280452,-0.748018732065942,0.15324177405100178,0.12736547903415288,2.377602493504777,-0.16776991468365895,-0.35918410465879075,-0.10322336602508211,-0.28561809070328037,-0.05744574267976142,26.37911419611868,-0.07995054777714426,1.6767206088075015,-0.2307238819890935,0.5432461674716338,0.5122270165401135,0.15416922825287524,-1.325282275343906,-0.46400711201731937,0.09067249514351002,5.235528446907549
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.39246518374441086,-0.01614046217719987,-0.216028137216403,-0.06288179569346064,0.39227619610029,0.8829191164487181,0.6599709999619752,-0.4603859638120352,-0.6860397810879743,-0.22979824298405857,-0.021953647219673682,-0.3899406710180361,0.9372268531272743,0.37430709700912496,-0.19467389791077072,-0.29429603495521656,-0.5346139063050565,-0.2870834925630755,0.8892440102472671,-0.609413919998101,0.8083421559833774,-0.10109210960155322,0.22629235503496295,-0.8216180619444433,-0.2480739949759527,0.7894437397821288,1.2373429502877347,0.17680719186844565,-0.2074761615605373,0.7435217467331342,0.36325405817311435,0.6246947022781079,0.8186725651264235,0.30932078483042774,-0.008813020697794959,0.15324177405100178,0.12736547903415288,2.1157239118310125,-0.16776991468365895,-0.35918410465879075,-0.10322336602508211,-0.28561809070328037,-0.05744574267976142,-0.0951160714441661,-0.07995054777714426,1.6767206088075015,-0.11169474802923124,0.013845238662796723,-0.8086731385191375,-0.0142513558844054,0.006437437712795974,0.6046859433000819,-0.0414685677543421,5.291146761731886
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.2627964012259087,-0.6552886070192045,-0.216028137216403,1.36292636247221,-0.5069462753678515,0.6844887294073297,0.3723144483828701,-0.5744691897244197,1.0453375784308572,-0.22979824298405857,-0.021953647219673682,-0.3899406710180361,0.5347202622607488,-0.3998731751466702,-0.19467389791077072,-0.29429603495521656,1.0422817887905313,0.5538404482643502,0.8892440102472671,0.3307560559873119,-0.7840699461041937,-0.10109210960155322,-0.4401130769148536,-0.8216180619444433,-0.2480739949759527,0.7894437397821288,-0.7534315984425315,-1.0315129862044583,-0.2074761615605373,0.7435217467331342,-0.9207557547046619,-0.9251203987935337,0.5964927281466863,0.30932078483042774,0.15961359708228917,0.15324177405100178,0.12736547903415288,-0.7411333427918738,0.5233313932392605,-0.35918410465879075,-0.10322336602508211,2.280229706170449,-0.05744574267976142,-0.0951160714441661,-1.9242356601442374,1.6767206088075015,2.193265172138721,-0.6882262700419,-0.6105381152602499,0.025222218522769752,0.006437437712795974,-0.46400711201731937,-1.6423901164668497,5.282168778304642
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.4519691537939452,-0.6059355228407751,-0.216028137216403,1.36292636247221,-0.5069462753678515,0.7837039229280239,0.5640854827689401,-0.5744691897244197,1.0453375784308572,-0.22979824298405857,-0.021953647219673682,-0.3899406710180361,0.9372268531272743,1.6942958796228405,-0.19467389791077072,-0.29429603495521656,-0.32754679482785803,1.3021202261192628,0.8892440102472671,1.2231207789565173,-0.7840699461041937,-0.10109210960155322,0.25097403769977095,1.0874356702205865,-0.2480739949759527,0.7894437397821288,-0.7534315984425315,-1.0315129862044583,-0.2074761615605373,0.7435217467331342,-0.9207557547046619,0.6246947022781079,0.7075826466365549,0.30932078483042774,0.6368223474591942,0.15324177405100178,0.12736547903415288,1.1396310165015262,1.5750072966002249,-0.35918410465879075,-0.10322336602508211,-0.28561809070328037,-0.05744574267976142,-0.0951160714441661,-1.1865216151974,1.6767206088075015,2.193265172138721,-0.6952954219102672,-0.7096056268896936,0.8817987831584706,1.338157150769498,0.6046859433000819,-0.8177784248238397,5.37383114507383
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.45881220281175344,-0.3346220835161276,-0.216028137216403,0.6500222833893747,-0.5069462753678515,0.9159908476222828,0.7079137585584927,-0.5744691897244197,-0.6860397810879743,-0.22979824298405857,-0.021953647219673682,-0.3899406710180361,-1.0753061012053537,-1.0004909084120805,-0.19467389791077072,-0.29429603495521656,0.9899461452303603,-0.12555008020074515,-0.1545114993728199,-0.3385174862395922,1.0385138167570973,-0.10109210960155322,0.6376537327817633,-0.8216180619444433,-0.2480739949759527,0.7894437397821288,1.2373429502877347,0.17680719186844565,-0.2074761615605373,0.7435217467331342,0.36325405817311435,0.6246947022781079,0.8557025379563797,0.30932078483042774,-0.13981150119341595,0.15324177405100178,0.12736547903415288,0.36986670067258204,0.19280468075438598,-0.35918410465879075,-0.10322336602508211,-0.28561809070328037,-0.05744574267976142,-0.0951160714441661,-0.07995054777714426,1.6767206088075015,-0.11169474802923124,-0.3202376422274486,-0.8416956423956188,0.33837924215302595,0.006437437712795974,0.6046859433000819,0.4493717248903068,5.276461804173244
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.21309192061120494,-0.2729307282930908,-0.216028137216403,-0.06288179569346064,1.2914986675684317,0.6844887294073297,1.0914558273306327,-0.5744691897244197,-0.6860397810879743,2.4588411999294224,-0.021953647219673682,-0.3899406710180361,0.5347202622607488,1.1347850634630476,-0.19467389791077072,-0.29429603495521656,-0.7416810177822548,0.287785416138159,0.8892440102472671,0.0837622487369068,-0.7840699461041937,-0.10109210960155322,-0.6313961175671158,1.0874356702205865,-0.2480739949759527,0.7894437397821288,-0.7534315984425315,0.17680719186844565,-0.2074761615605373,-0.7699097836735579,-0.2787508482657738,-0.9251203987935337,0.5964927281466863,0.30932078483042774,-0.24273887872568958,0.15324177405100178,0.12736547903415288,3.0918168071604986,-0.39312903683243705,-0.35918410465879075,-0.10322336602508211,-0.28561809070328037,-0.05744574267976142,0.9638531392583478,-1.1865216151974,1.6767206088075015,-0.11169474802923124,-0.27533543684133804,-0.6105381152602499,-0.24451387325959378,1.338157150769498,0.6046859433000819,-1.064870577918435,5.267171728403014
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.3169326383857261,-0.2186937451595042,-0.216028137216403,-0.06288179569346064,-0.5069462753678515,0.8829191164487181,0.6599709999619752,-0.5744691897244197,-0.6860397810879743,-0.22979824298405857,-0.021953647219673682,-0.3899406710180361,-1.0753061012053537,-1.0004909084120805,-0.19467389791077072,-0.29429603495521656,0.5234762787157925,-0.6125258086460058,-0.1545114993728199,-0.9732650123992354,0.8036447751512608,-0.10109210960155322,-0.05960380249906329,-0.8216180619444433,-0.2480739949759527,0.7894437397821288,1.2373429502877347,0.17680719186844565,-0.2074761615605373,-0.7699097836735579,0.36325405817311435,0.6246947022781079,0.8186725651264235,0.30932078483042774,-0.3690588420607527,0.15324177405100178,0.12736547903415288,-0.7411333427918738,0.4181638029031641,-0.35918410465879075,-0.10322336602508211,-0.28561809070328037,-0.05744574267976142,-0.0951160714441661,-0.4488075702505629,1.6767206088075015,-0.11169474802923124,-0.16445448068379973,-0.8086731385191375,-0.3774082404304168,0.006437437712795974,0.6046859433000819,-0.38260257114237306,5.256236533205923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.35600092424216856,-0.42201817008209647,-0.216028137216403,1.36292636247221,-0.5069462753678515,0.4529866111923766,0.03671513820724747,-0.5744691897244197,1.0453375784308572,-0.22979824298405857,-0.021953647219673682,0.722466259342738,0.9372268531272743,-0.16008282536390178,1.523289350603604,6.323419236261161,-1.2718638416744221,1.0479426507844194,-1.1982670089929068,0.920354176520537,-0.7840699461041937,-0.10109210960155322,0.016498052384094773,1.0874356702205865,-0.2480739949759527,-1.0244784431422438,1.2373429502877347,-2.2398331642773623,-0.2074761615605373,0.7435217467331342,-1.56276066114355,-0.9251203987935337,0.337282918336993,0.30932078483042774,0.2625409746145628,0.15324177405100178,0.12736547903415288,-0.7411333427918738,0.10266103189487476,-0.35918410465879075,-0.10322336602508211,2.20895615625729,-0.05744574267976142,-0.0951160714441661,-0.07995054777714426,1.6767206088075015,2.193265172138721,-0.48256631476032646,-0.37938058812488096,0.5910101183589469,0.006437437712795974,0.6046859433000819,-1.0975573916312895,5.326335860928752
